TIMESTAMPms	M4ATTITUDEroll	M4ATTITUDErollspeed
12908	2.713834494352341e-02	-1.213689800351858e-03
12917	2.714207954704762e-02	-6.481180898845196e-04
12929	2.714882977306843e-02	-9.603369981050491e-04
12941	2.715515345335007e-02	-4.961774684488773e-04
12953	2.716857939958572e-02	-3.269719891250134e-04
12965	2.718063443899155e-02	4.891585558652878e-05
12977	2.719880267977715e-02	5.290838889777660e-04
12989	2.721140161156654e-02	-6.429306231439114e-04
13001	2.722720801830292e-02	4.941155202686787e-04
13013	2.723762020468712e-02	-4.906230606138706e-04
13025	2.725309692323208e-02	-1.304969191551208e-04
13037	2.726384438574314e-02	-6.177504546940327e-04
13049	2.728202752768993e-02	1.476597972214222e-04
13061	2.729894220829010e-02	-1.262365840375423e-04
13073	2.731886133551598e-02	4.479461349546909e-04
13085	2.733359485864639e-02	1.647695899009705e-04
13097	2.735352329909801e-02	9.496835991740227e-04
13109	2.736004628241062e-02	-1.027277670800686e-03
13121	2.737561240792274e-02	2.876808866858482e-05
13133	2.739273570477962e-02	2.380823716521263e-04
13145	2.739513479173183e-02	-1.445433124899864e-03
13161	2.740991860628128e-02	-7.938947528600693e-04
13173	2.741782553493977e-02	4.151929169893265e-04
13181	2.742657810449600e-02	-7.881326600909233e-04
13193	2.744141966104507e-02	4.204907454550266e-04
13205	2.745709940791130e-02	4.888866096735001e-04
13217	2.747698687016964e-02	1.102834474295378e-03
13229	2.748584747314453e-02	-5.408357828855515e-04
13241	2.749321796000004e-02	1.426753588020802e-04
13253	2.749967016279697e-02	-1.767002977430820e-04
13265	2.751373685896397e-02	7.345015183091164e-05
13281	2.752657979726791e-02	8.350890129804611e-05
13293	2.753639407455921e-02	-1.860740594565868e-04
13305	2.754726819694042e-02	-1.246170140802860e-04
13317	2.756229415535927e-02	5.632638931274414e-04
13329	2.757881022989750e-02	-4.316456615924835e-04
13341	2.759260497987270e-02	5.290801636874676e-04
13353	2.761095017194748e-02	2.057887613773346e-04
13365	2.762195095419884e-02	2.394285984337330e-04
13377	2.763547562062740e-02	-5.897958762943745e-04
13389	2.764075994491577e-02	5.593569949269295e-05
13401	2.765058726072311e-02	-5.244743078947067e-04
13413	2.765377052128315e-02	-5.219634622335434e-04
13421	2.765120565891266e-02	-1.667219214141369e-03
13433	2.765826322138309e-02	-5.501406267285347e-04
13445	2.766804210841656e-02	-3.082854673266411e-04
13461	2.768952585756779e-02	4.927311092615128e-04
13473	2.769795060157776e-02	-1.031337771564722e-03
13485	2.769866958260536e-02	-9.075314737856388e-04
13497	2.769177965819836e-02	-4.699323326349258e-04
13509	2.770037576556206e-02	-2.878620289266109e-04
13521	2.770141698420048e-02	1.937239430844784e-04
13533	2.771155163645744e-02	-5.143322050571442e-04
13545	2.771656587719917e-02	-1.353718806058168e-03
13557	2.772271633148193e-02	5.213883705437183e-04
13569	2.773444727063179e-02	-4.850849509239197e-04
13582	2.772986330091953e-02	-1.393852289766073e-03
13594	2.775161527097225e-02	4.035723395645618e-04
13606	2.776915766298771e-02	5.214959383010864e-04
13618	2.778414450585842e-02	-5.050185136497021e-04
13630	2.779946103692055e-02	-8.525531738996506e-04
13642	2.781514637172222e-02	-1.736534759402275e-04
13654	2.782656811177731e-02	5.514146760106087e-04
13666	2.783488668501377e-02	-5.654804408550262e-04
13678	2.783485874533653e-02	-4.507238045334816e-04
13690	2.784082479774952e-02	1.020063646137714e-04
13702	2.785138413310051e-02	5.518291145563126e-04
13714	2.785667590796947e-02	-1.188256777822971e-03
13726	2.786504663527012e-02	3.329869359731674e-04
13734	2.787231653928757e-02	3.874534741044044e-05
13746	2.788489684462547e-02	5.278433673083782e-04
13758	2.788546495139599e-02	-1.222710590809584e-03
13770	2.788314409554005e-02	-1.473216805607080e-03
13782	2.789052017033100e-02	-1.826337538659573e-04
13794	2.790319919586182e-02	-2.659708261489868e-04
13806	2.791127562522888e-02	4.404317587614059e-04
13818	2.791877649724483e-02	-5.317423492670059e-04
13826	2.791658602654934e-02	-7.892651483416557e-04
13838	2.790808677673340e-02	-1.444378402084112e-03
13850	2.790866792201996e-02	-1.320841256529093e-03
13862	2.792071364820004e-02	1.655080821365118e-03
13874	2.793710120022297e-02	-4.171268083155155e-04
13886	2.795144729316235e-02	1.215641386806965e-04
13898	2.796168439090252e-02	-2.545537427067757e-04
13910	2.797240018844604e-02	6.311885081231594e-04
13922	2.797736786305904e-02	-8.059013634920120e-04
13934	2.798655070364475e-02	-3.149169497191906e-04
13946	2.799350209534168e-02	6.258836947381496e-04
13958	2.800188027322292e-02	-1.277375034987926e-03
13970	2.801079116761684e-02	-3.455975092947483e-04
13982	2.800481021404266e-02	-1.345037948340178e-03
13994	2.801233530044556e-02	9.261490777134895e-05
14010	2.802010066807270e-02	-1.128102187067270e-03
14022	2.803656272590160e-02	1.396583858877420e-03
14034	2.805234119296074e-02	1.470115967094898e-04
14046	2.804997004568577e-02	-1.469684299081564e-03
14056	2.806205302476883e-02	6.622425280511379e-04
14068	2.807121537625790e-02	3.217961639165878e-04
14080	2.808545902371407e-02	3.671012818813324e-04
14096	2.810478769242764e-02	-4.757475107908249e-05
14108	2.810457907617092e-02	-8.266288787126541e-04
14120	2.811403200030327e-02	-3.721290268003941e-04
14132	2.812604792416096e-02	-2.021524123847485e-04
14144	2.814823575317860e-02	8.872305043041706e-04
14156	2.816016785800457e-02	1.603998243808746e-04
14168	2.817802689969540e-02	7.467134855687618e-04
14180	2.818535082042217e-02	-2.797818742692471e-04
14192	2.819143980741501e-02	-1.260103192180395e-03
14204	2.819234691560268e-02	-3.136973828077316e-04
14212	2.819661982357502e-02	-2.055657096207142e-04
14224	2.820178493857384e-02	-6.921882741153240e-04
14236	2.820096909999847e-02	-1.672562211751938e-03
14248	2.820618264377117e-02	-3.952984698116779e-04
14260	2.820609696209431e-02	-4.591895267367363e-04
14272	2.820153534412384e-02	-1.303018070757389e-03
14284	2.820838987827301e-02	1.156049314886332e-03
14296	2.821946889162064e-02	-1.490865834057331e-04
14308	2.823257818818092e-02	7.830969989299774e-04
14320	2.823792956769466e-02	-3.750468604266644e-04
14332	2.825742028653622e-02	8.108010515570641e-04
14344	2.827284671366215e-02	-2.841879613697529e-04
14356	2.828771807253361e-02	5.396269261837006e-05
14368	2.830249816179276e-02	-3.116708248853683e-04
14380	2.831467799842358e-02	7.795831188559532e-04
14388	2.832288853824139e-02	2.355505712330341e-04
14400	2.833641320466995e-02	-2.714474685490131e-04
14412	2.835370227694511e-02	7.603270933032036e-04
14424	2.837207540869713e-02	7.040589116513729e-04
14436	2.837305888533592e-02	-1.398125663399696e-03
14448	2.837141789495945e-02	-4.004491493105888e-04
14460	2.837473712861538e-02	-6.037112325429916e-04
14472	2.839329093694687e-02	1.098451670259237e-03
14488	2.840868197381496e-02	6.056586280465126e-04
14500	2.843349426984787e-02	1.670941244810820e-03
14512	2.844411879777908e-02	3.090524114668369e-04
14524	2.845651656389236e-02	-2.716691233217716e-04
14536	2.845849655568600e-02	4.961527884006500e-05
14548	2.847116626799107e-02	6.403997540473938e-04
14560	2.849034033715725e-02	7.977779023349285e-04
14572	2.849920652806759e-02	-1.961379311978817e-04
14584	2.851455658674240e-02	3.812368959188461e-06
14596	2.851425297558308e-02	-3.632404841482639e-04
14608	2.850932627916336e-02	-3.672144375741482e-04
14620	2.852459624409676e-02	2.229284029453993e-03
14632	2.853855676949024e-02	-2.765655517578125e-04
14644	2.854435890913010e-02	-2.867658622562885e-04
14656	2.855475246906281e-02	-2.648364752531052e-04
14668	2.856334857642651e-02	2.513546496629715e-05
14676	2.856992557644844e-02	-2.865530550479889e-04
14688	2.857257425785065e-02	2.217795699834824e-04
14700	2.858386375010014e-02	-3.015445545315742e-04
14712	2.858569845557213e-02	-1.295789610594511e-03
14724	2.859753929078579e-02	8.314624428749084e-04
14736	2.861276268959045e-02	1.320613082498312e-03
14748	2.862109616398811e-02	-2.789814025163651e-04
14760	2.862692996859550e-02	3.722873516380787e-04
14772	2.863293327391148e-02	-1.019164454191923e-03
14784	2.863080613315105e-02	-1.392457634210587e-04
14796	2.864111959934235e-02	3.434703685343266e-04
14808	2.865170687437057e-02	-5.733957514166832e-04
14820	2.866527996957302e-02	-1.176251098513603e-04
14832	2.867013216018677e-02	-4.644440487027168e-04
14844	2.867766097187996e-02	2.129115164279938e-04
14856	2.868057042360306e-02	-1.793312840163708e-04
14868	2.869833633303642e-02	-5.541881546378136e-05
14877	2.869853377342224e-02	-5.528787150979042e-04
14889	2.870322950184345e-02	-1.059523783624172e-04
14901	2.871227264404297e-02	2.693110145628452e-04
14913	2.871236763894558e-02	-9.410856291651726e-04
14925	2.871373295783997e-02	1.194458454847336e-04
14933	2.872139587998390e-02	3.159125335514545e-04
14945	2.872115746140480e-02	-4.307879135012627e-05
14957	2.873562462627888e-02	4.498767666518688e-04
14969	2.873578667640686e-02	-1.099586952477694e-03
14981	2.874184772372246e-02	-1.053600572049618e-03
14993	2.874118275940418e-02	-2.252045087516308e-04
15005	2.874705567955971e-02	6.806463934481144e-04
15017	2.875575050711632e-02	-1.553418114781380e-04
15033	2.876635082066059e-02	9.955684654414654e-04
15045	2.877685241401196e-02	-2.347938716411591e-04
15057	2.878057584166527e-02	3.565223887562752e-04
15069	2.878416143357754e-02	-1.388085074722767e-04
15081	2.879224345088005e-02	2.779476344585419e-04
15093	2.879269979894161e-02	-5.763522349298000e-04
15105	2.879790775477886e-02	-1.506707631051540e-04
15117	2.880925126373768e-02	2.700327895581722e-04
15129	2.882059849798679e-02	1.256115268915892e-03
15141	2.883232571184635e-02	1.946971751749516e-04
15153	2.884159795939922e-02	-4.146527498960495e-05
15165	2.884999290108681e-02	-9.679887443780899e-05
15173	2.886433713138103e-02	8.523329161107540e-04
15190	2.887535840272903e-02	-8.970936760306358e-04
15202	2.889032661914825e-02	9.564487263560295e-04
15214	2.891105413436890e-02	1.452289056032896e-03
15226	2.892272174358368e-02	4.029092378914356e-04
15238	2.893184684216976e-02	-1.648515462875366e-04
15250	2.894437313079834e-02	9.325891733169556e-04
15262	2.896204590797424e-02	9.153462015092373e-04
15274	2.896994352340698e-02	-2.727918326854706e-04
15286	2.896922267973423e-02	-4.003890790045261e-04
15298	2.897826023399830e-02	4.103784449398518e-04
15311	2.898534573614597e-02	-1.456947065889835e-04
15323	2.899248525500298e-02	-1.628277823328972e-05
15335	2.899839915335178e-02	-1.003028359264135e-03
15347	2.900366857647896e-02	2.141660079360008e-04
15356	2.900741994380951e-02	-9.237462654709816e-05
15368	2.900204248726368e-02	-9.856349788606167e-04
15380	2.900444902479649e-02	5.311947315931320e-04
15392	2.901708893477917e-02	3.636847250163555e-04
15408	2.903004735708237e-02	-1.428741961717606e-05
15420	2.904491871595383e-02	7.451400160789490e-04
15432	2.904325537383556e-02	-1.561518758535385e-03
15444	2.904964797198772e-02	6.705522537231445e-06
15456	2.906455844640732e-02	6.275405175983906e-04
15468	2.907859720289707e-02	-8.793734014034271e-05
15480	2.908726595342159e-02	-1.247101463377476e-04
15492	2.909728884696960e-02	-1.595821231603622e-05
15504	2.910420112311840e-02	7.682167924940586e-04
15516	2.911880612373352e-02	9.696395136415958e-04
15528	2.913325093686581e-02	9.511099196970463e-04
15540	2.914720773696899e-02	1.000135205686092e-03
15552	2.916052192449570e-02	-6.734207272529602e-04
15560	2.916703745722771e-02	-6.232596933841705e-04
15572	2.916675060987473e-02	-4.581091925501823e-04
15584	2.917452901601791e-02	8.292756974697113e-04
15596	2.918121777474880e-02	3.088386729359627e-04
15608	2.919360995292664e-02	-7.475633174180984e-05
15620	2.919800393283367e-02	2.851965837180614e-04
15632	2.920195832848549e-02	-6.402935832738876e-05
15644	2.919857762753963e-02	-1.541586127132177e-03
15656	2.919812127947807e-02	-1.609926111996174e-04
15668	2.920250594615936e-02	-5.101943388581276e-04
15680	2.921133488416672e-02	-1.554493792355061e-04
15692	2.922100573778152e-02	3.775712102651596e-04
15704	2.922423556447029e-02	1.725838519632816e-04
15716	2.924226969480515e-02	8.936505764722824e-04
15728	2.924558520317078e-02	-6.075510755181313e-04
15740	2.924656495451927e-02	4.670824855566025e-04
15752	2.926724217832088e-02	8.750255219638348e-04
15764	2.926503494381905e-02	-2.033542841672897e-06
15776	2.927154302597046e-02	7.301107980310917e-04
15788	2.928311377763748e-02	2.468246966600418e-04
15800	2.929094992578030e-02	5.752458237111568e-04
15812	2.930332347750664e-02	4.772343672811985e-04
15824	2.931397594511509e-02	1.054639462381601e-03
15836	2.932581864297390e-02	8.847285062074661e-04
15848	2.932935021817684e-02	9.572133421897888e-06
15860	2.934797108173370e-02	2.001093700528145e-03
15868	2.936572767794132e-02	1.786242704838514e-03
15880	2.937216125428677e-02	1.164595596492290e-04
15892	2.939059212803841e-02	5.491320043802261e-04
15904	2.940511517226696e-02	1.062786206603050e-03
15916	2.942037954926491e-02	7.463721558451653e-04
15928	2.943510375916958e-02	1.303177326917648e-03
15940	2.944999188184738e-02	-3.274623304605484e-05
15952	2.946037240326405e-02	9.727282449603081e-04
15964	2.948065660893917e-02	1.646584831178188e-03
15977	2.948642894625664e-02	-2.689673565328121e-04
15989	2.949576266109943e-02	2.416768111288548e-04
16001	2.950019575655460e-02	-2.927146852016449e-05
16013	2.950824797153473e-02	7.246914319694042e-04
16025	2.952750772237778e-02	9.722649119794369e-04
16037	2.953781373798847e-02	1.072156243026257e-03
16049	2.955472655594349e-02	1.014554873108864e-03
16061	2.955358847975731e-02	1.347996294498444e-05
16073	2.955087088048458e-02	-4.417528398334980e-04
16085	2.956488914787769e-02	9.737820364534855e-04
16101	2.958638779819012e-02	9.972858242690563e-04
16113	2.959222719073296e-02	1.886873506009579e-04
16125	2.960212342441082e-02	6.581945344805717e-04
16137	2.960416115820408e-02	7.030759006738663e-04
16149	2.960767224431038e-02	2.143532037734985e-05
16161	2.961391396820545e-02	6.994181312620640e-04
16173	2.961220219731331e-02	-9.907186031341553e-04
16185	2.960836701095104e-02	-1.727603375911713e-04
16197	2.961464226245880e-02	9.975405409932137e-04
16209	2.961373701691628e-02	-9.441627189517021e-04
16221	2.961911261081696e-02	7.770787924528122e-04
16233	2.962368540465832e-02	8.300724439322948e-04
16245	2.962718531489372e-02	5.928259342908859e-04
16257	2.962475083768368e-02	5.783000960946083e-05
16269	2.962058782577515e-02	-7.620714604854584e-04
16281	2.962265349924564e-02	-1.044552773237228e-04
16293	2.963118441402912e-02	1.005601137876511e-03
16305	2.964862249791622e-02	1.148027833551168e-03
16317	2.966648526489735e-02	1.005985308438540e-03
16329	2.966874651610851e-02	-9.050634689629078e-04
16341	2.966793440282345e-02	-1.061244867742062e-03
16353	2.967445366084576e-02	5.437419749796391e-04
16365	2.968212403357029e-02	5.492847412824631e-04
16377	2.969704568386078e-02	-1.275958493351936e-05
16389	2.970213256776333e-02	6.987708620727062e-04
16401	2.971254289150238e-02	1.619514077901840e-04
16417	2.971553057432175e-02	4.413705319166183e-04
16429	2.972137741744518e-02	9.247045964002609e-04
16441	2.972998842597008e-02	4.019918851554394e-04
16453	2.973249368369579e-02	-6.085960194468498e-05
16465	2.972646802663803e-02	-7.572392933070660e-04
16477	2.973164431750774e-02	7.472257129848003e-04
16489	2.975342608988285e-02	1.101254951208830e-03
16501	2.976235747337341e-02	8.689519017934799e-05
16513	2.977169305086136e-02	-4.400042816996574e-04
16525	2.976351231336594e-02	-4.549501463770866e-04
16537	2.975451759994030e-02	-6.246720440685749e-04
16549	2.976502664387226e-02	5.839662626385689e-04
16561	2.977378107607365e-02	8.398350328207016e-04
16573	2.977912314236164e-02	-3.876085393130779e-04
16585	2.979544922709465e-02	1.900083851069212e-03
16597	2.981024235486984e-02	1.279057469218969e-03
16609	2.981144189834595e-02	-5.914848297834396e-04
16621	2.981386892497540e-02	1.197229139506817e-04
16635	2.981948107481003e-02	7.168115116655827e-04
16647	2.983206510543823e-02	7.596649229526520e-04
16659	2.983294427394867e-02	-5.902298726141453e-04
16671	2.983247302472591e-02	-5.024312995374203e-04
16683	2.983707934617996e-02	1.118624582886696e-03
16695	2.985287457704544e-02	5.976599641144276e-04
16707	2.986541390419006e-02	2.269302494823933e-04
16719	2.988558448851109e-02	9.701685048639774e-04
16731	2.989249303936958e-02	6.461981683969498e-05
16739	2.989378571510315e-02	2.043005079030991e-04
16751	2.989871054887772e-02	4.113744944334030e-05
16763	2.989500202238560e-02	-1.392645761370659e-03
16775	2.988914027810097e-02	1.678518019616604e-04
16791	2.990540489554405e-02	1.127861905843019e-03
16803	2.990784868597984e-02	1.143366098403931e-04
16815	2.990817837417126e-02	-3.175679594278336e-04
16827	2.990759909152985e-02	-8.174926042556763e-04
16839	2.990754880011082e-02	8.086906746029854e-05
16851	2.991052530705929e-02	8.281366899609566e-05
16863	2.991831861436367e-02	1.212267205119133e-03
16875	2.992345392704010e-02	-5.426830612123013e-04
16883	2.992213144898415e-02	-2.795141190290451e-04
16895	2.991851605474949e-02	8.250027894973755e-05
16907	2.991855517029762e-02	2.355026081204414e-04
16923	2.992691844701767e-02	-1.969682052731514e-04
16931	2.992786467075348e-02	7.505528628826141e-04
16943	2.993565797805786e-02	-1.632948406040668e-04
16955	2.993355318903923e-02	2.024066634476185e-04
16967	2.993484213948250e-02	1.114203594624996e-03
16979	2.994124777615070e-02	8.163736201822758e-04
16991	2.995092608034611e-02	-1.496765762567520e-04
17003	2.995113655924797e-02	-1.183291897177696e-05
17015	2.995914779603481e-02	1.123083755373955e-03
17027	2.996420301496983e-02	-8.811084553599358e-04
17039	2.997078560292721e-02	1.694872044026852e-04
17055	2.998266369104385e-02	6.867246702313423e-05
17063	2.999113686382771e-02	5.588815547525883e-04
17075	2.999044768512249e-02	-6.473585963249207e-04
17087	3.000163845717907e-02	5.421349778771400e-04
17099	3.001241199672222e-02	-1.723095774650574e-04
17111	3.002916648983955e-02	1.230228226631880e-03
17123	3.003312647342682e-02	7.132948376238346e-04
17135	3.003709204494953e-02	1.291492953896523e-04
17147	3.004614077508450e-02	9.295418858528137e-04
17159	3.005351126194000e-02	-9.728595614433289e-05
17171	3.006165474653244e-02	9.368397295475006e-04
17183	3.006684780120850e-02	1.457673497498035e-04
17195	3.006932698190212e-02	-1.257895492017269e-04
17211	3.007807582616806e-02	2.091680653393269e-04
17223	3.007981926202774e-02	-1.885570585727692e-03
17235	3.007997386157513e-02	7.384694181382656e-04
17247	3.009221516549587e-02	1.018830575048923e-03
17259	3.009284473955631e-02	-5.100928246974945e-04
17271	3.008936904370785e-02	-9.565674699842930e-04
17283	3.008940257132053e-02	7.024458609521389e-04
17296	3.009279631078243e-02	4.212511703372002e-04
17309	3.009736537933350e-02	-5.695535801351070e-04
17321	3.010188415646553e-02	4.463256336748600e-04
17333	3.012536652386189e-02	1.250511500984430e-03
17345	3.013958595693111e-02	1.252854708582163e-03
17357	3.015470318496227e-02	1.923611853271723e-03
17369	3.015709295868874e-02	4.629744216799736e-04
17381	3.017582371830940e-02	1.244965009391308e-03
17393	3.017459996044636e-02	-7.365918718278408e-04
17405	3.017667308449745e-02	1.405128277838230e-04
17417	3.019330091774464e-02	8.052126504480839e-04
17429	3.019858524203300e-02	-5.724271759390831e-04
17441	3.021628968417645e-02	1.346199773252010e-03
17453	3.022636286914349e-02	1.724069006741047e-04
17465	3.022299893200397e-02	-7.879077456891537e-04
17477	3.023015893995762e-02	8.557611145079136e-04
17489	3.022867813706398e-02	-7.833954878151417e-04
17501	3.022608719766140e-02	4.601371474564075e-04
17513	3.022775426506996e-02	2.935626544058323e-04
17525	3.023952618241310e-02	9.458414278924465e-04
17537	3.025004640221596e-02	8.884510025382042e-04
17549	3.026643767952919e-02	1.262538600713015e-03
17561	3.027061559259892e-02	2.478281967341900e-04
17573	3.027717582881451e-02	6.482372991740704e-04
17585	3.029305674135685e-02	1.373595558106899e-03
17593	3.030944615602493e-02	2.018214669078588e-03
17609	3.031292930245399e-02	-5.578575655817986e-05
17621	3.032532706856728e-02	2.093934454023838e-04
17633	3.032791987061501e-02	9.980383329093456e-04
17645	3.033867292106152e-02	1.267981249839067e-03
17657	3.035124391317368e-02	1.148126088082790e-03
17669	3.034961596131325e-02	1.770597882568836e-04
17681	3.034855052828789e-02	2.390691079199314e-04
17693	3.035060688853264e-02	5.528065375983715e-04
17705	3.035231865942478e-02	4.806392826139927e-04
17717	3.036156482994556e-02	1.351424027234316e-03
17729	3.036819398403168e-02	-4.757335409522057e-05
17741	3.036967292428017e-02	-2.531507052481174e-04
17753	3.036380745470524e-02	-1.112960744649172e-03
17765	3.035407885909081e-02	3.748293966054916e-05
17777	3.037599474191666e-02	2.083252649754286e-03
17789	3.038547560572624e-02	-6.569679826498032e-04
17801	3.038714453577995e-02	4.127360880374908e-04
17813	3.039124608039856e-02	7.075350731611252e-05
17825	3.040030412375927e-02	1.184861175715923e-04
17837	3.039658069610596e-02	-4.892456345260143e-04
17849	3.040166758000851e-02	3.946847282350063e-04
17861	3.041257150471210e-02	4.102117381989956e-04
17873	3.042274527251720e-02	1.321700401604176e-03
17885	3.043101355433464e-02	1.225335989147425e-03
17897	3.043429926037788e-02	3.148876130580902e-04
17909	3.044719994068146e-02	1.405615825206041e-03
17921	3.045438788831234e-02	4.240130074322224e-04
17933	3.047196008265018e-02	1.044822856783867e-03
17945	3.047930449247360e-02	2.820743247866631e-04
17957	3.047857806086540e-02	-5.265581421554089e-04
17969	3.048168122768402e-02	3.056693822145462e-04
17977	3.048504330217838e-02	2.740784548223019e-04
17989	3.049504570662975e-02	2.947822213172913e-04
18005	3.050831705331802e-02	7.828413508832455e-04
18017	3.052596747875214e-02	1.387586351484060e-03
18029	3.053598850965500e-02	3.464045003056526e-04
18041	3.054236434400082e-02	-7.974682375788689e-05
18053	3.056221455335617e-02	1.877806615084410e-03
18065	3.058100305497646e-02	8.499980904161930e-04
18077	3.058988042175770e-02	1.383114606142044e-03
18089	3.060192614793777e-02	2.121695782989264e-03
18101	3.060070425271988e-02	3.171721473336220e-04
18113	3.060306236147881e-02	-2.597137354314327e-04
18125	3.060028143227100e-02	-5.782358348369598e-04
18137	3.060304373502731e-02	5.013626068830490e-04
18149	3.060846030712128e-02	3.491244278848171e-04
18161	3.061646223068237e-02	4.303166642785072e-04
18173	3.062898665666580e-02	1.796843018382788e-03
18185	3.064768947660923e-02	2.687880769371986e-04
18197	3.065541386604309e-02	6.543514318764210e-04
18209	3.064440004527569e-02	-1.442866865545511e-03
18221	3.064070269465446e-02	-1.361821778118610e-04
18233	3.065832145512104e-02	4.696319811046124e-04
18245	3.064844384789467e-02	2.363920211791992e-04
18257	3.066334128379822e-02	1.426526345312595e-03
18269	3.068016283214092e-02	4.509221762418747e-04
18281	3.069007024168968e-02	1.972345169633627e-03
18293	3.070823661983013e-02	9.772009216248989e-04
18305	3.070413134992123e-02	6.074174307286739e-04
18317	3.071291185915470e-02	1.418924890458584e-03
18329	3.071460127830505e-02	-6.752838380634785e-04
18337	3.071709908545017e-02	-2.679126337170601e-04
18349	3.072877600789070e-02	1.629300881177187e-03
18361	3.073478490114212e-02	3.751739859580994e-05
18377	3.074936196208000e-02	9.621568024158478e-04
18389	3.074414655566216e-02	-3.748182207345963e-04
18401	3.075397387146950e-02	5.737277679145336e-04
18413	3.076841495931149e-02	4.702121950685978e-04
18425	3.078167326748371e-02	1.320477575063705e-03
18437	3.078426606953144e-02	-9.818933904170990e-05
18449	3.079220652580261e-02	1.053068786859512e-03
18461	3.081849031150341e-02	1.053514424711466e-03
18473	3.081089071929455e-02	-6.063454784452915e-04
18485	3.080878965556622e-02	-3.521079197525978e-04
18497	3.081299178302288e-02	3.733201883733273e-04
18509	3.081752732396126e-02	8.989651687443256e-04
18521	3.082448989152908e-02	1.286404207348824e-03
18533	3.084144555032253e-02	4.865513183176517e-04
18545	3.084322810173035e-02	6.467625498771667e-04
18557	3.084407560527325e-02	1.565599814057350e-05
18569	3.084638528525829e-02	3.168913535773754e-04
18581	3.084747679531574e-02	3.769700415432453e-04
18593	3.085668757557869e-02	1.427466049790382e-03
18605	3.086282685399055e-02	4.722587764263153e-04
18617	3.086799383163452e-02	1.548831351101398e-04
18629	3.087082691490650e-02	3.386754542589188e-06
18641	3.086637519299984e-02	-1.108297612518072e-03
18653	3.086190111935139e-02	4.234299995005131e-04
18665	3.086667135357857e-02	2.274587750434875e-04
18677	3.086794912815094e-02	-7.338258437812328e-04
18689	3.086554817855358e-02	2.759015187621117e-04
18701	3.086485899984837e-02	1.397141721099615e-03
18713	3.088556416332722e-02	2.081365790218115e-03
18725	3.088747709989548e-02	6.450717337429523e-04
18737	3.089675121009350e-02	1.417799387127161e-03
18749	3.090191632509232e-02	3.156298771500587e-04
18765	3.090268746018410e-02	1.919916830956936e-04
18777	3.090490587055683e-02	5.707670934498310e-04
18789	3.091423399746418e-02	3.745420835912228e-04
18801	3.091852180659771e-02	9.939209558069706e-04
18813	3.092976845800877e-02	6.955442950129509e-04
18822	3.093213401734829e-02	4.495428875088692e-04
18835	3.093704208731651e-02	8.034338243305683e-04
18847	3.094775415956974e-02	8.337604813277721e-04
18859	3.095801174640656e-02	4.342179745435715e-04
18871	3.095764480531216e-02	2.441029064357281e-04
18883	3.095491230487823e-02	2.976320683956146e-04
18895	3.095037490129471e-02	-3.322688862681389e-04
18907	3.095017932355404e-02	3.318986855447292e-04
18919	3.095915354788303e-02	4.671365022659302e-04
18931	3.097016178071499e-02	1.377106644213200e-03
18943	3.098035790026188e-02	3.233677707612514e-04
18955	3.099165670573711e-02	2.100239042192698e-03
18967	3.101551532745361e-02	2.402015030384064e-03
18975	3.102248162031174e-02	8.607101626694202e-04
18991	3.103351593017578e-02	3.559850156307220e-04
19003	3.103705495595932e-02	1.349899452179670e-03
19015	3.103693202137947e-02	4.506330005824566e-04
19027	3.103991411626339e-02	4.797545261681080e-04
19039	3.104280121624470e-02	5.531874485313892e-04
19051	3.105513378977776e-02	7.261619903147221e-04
19063	3.105659596621990e-02	9.213620796799660e-04
19075	3.106086142361164e-02	4.374319687485695e-04
19087	3.106912970542908e-02	1.543061342090368e-03
19099	3.107504546642303e-02	3.812434151768684e-04
19111	3.107625059783459e-02	1.173323486000299e-03
19123	3.108133003115654e-02	9.226757101714611e-04
19135	3.108039684593678e-02	5.081752315163612e-04
19147	3.106744401156902e-02	-6.843642331659794e-04
19159	3.105661459267139e-02	-1.060133799910545e-04
19171	3.106265887618065e-02	8.660620078444481e-04
19183	3.105835989117622e-02	3.275084309279919e-04
19195	3.106539696455002e-02	5.084769800305367e-04
19207	3.106152266263962e-02	-2.258913591504097e-04
19219	3.105976618826389e-02	-5.443855188786983e-04
19231	3.106596507132053e-02	4.724515601992607e-04
19243	3.106382489204407e-02	8.977139368653297e-04
19255	3.108245693147182e-02	1.403264235705137e-03
19267	3.108810260891914e-02	4.495256580412388e-04
19279	3.109056875109673e-02	-3.055497072637081e-04
19295	3.108832053840160e-02	-1.344196498394012e-04
19307	3.108058497309685e-02	9.856582619249821e-04
19319	3.109473176300526e-02	1.456922851502895e-03
19331	3.110883943736553e-02	1.523618586361408e-03
19343	3.111367486417294e-02	9.855465032160282e-04
19355	3.111543320119381e-02	9.485133923590183e-04
19367	3.111707046627998e-02	1.207537483423948e-03
19379	3.112270496785641e-02	1.632690429687500e-03
19391	3.114399313926697e-02	1.235777512192726e-03
19403	3.114919178187847e-02	5.142027512192726e-04
19415	3.115822561085224e-02	1.292290631681681e-03
19427	3.118074871599674e-02	1.187144778668880e-03
19435	3.118220530450344e-02	4.054917953908443e-04
19447	3.119443915784359e-02	1.236751209944487e-03
19459	3.120280429720879e-02	1.236711163073778e-03
19471	3.120602481067181e-02	9.988546371459961e-04
19484	3.121723048388958e-02	5.031088367104530e-04
19496	3.121586702764034e-02	-3.173653967678547e-04
