TIMESTAMPms	M4ATTITUDEroll	M4ATTITUDErollspeed
6446	1.984202675521374e-02	-1.937813591212034e-03
6458	1.985333114862442e-02	-2.294739941135049e-03
6470	1.987160183489323e-02	-1.842469675466418e-03
6483	1.988640055060387e-02	-3.369533456861973e-03
6495	1.990171894431114e-02	-2.675786614418030e-03
6507	1.991315744817257e-02	-2.980588469654322e-03
6519	1.992155425250530e-02	-2.855615923181176e-03
6531	1.994355581700802e-02	-1.894357614219189e-03
6543	1.997412741184235e-02	-1.529918517917395e-03
6555	1.999014057219028e-02	-2.852017292752862e-03
6567	2.000151947140694e-02	-3.128433134406805e-03
6579	2.000835910439491e-02	-3.411210374906659e-03
6591	2.001765556633472e-02	-2.617588033899665e-03
6603	2.004033699631691e-02	-2.079091733321548e-03
6615	2.006418444216251e-02	-2.229461679235101e-03
6627	2.008497156202793e-02	-1.777225872501731e-03
6639	2.011149190366268e-02	-1.015519490465522e-03
6651	2.013064362108707e-02	-2.513840328902006e-03
6663	2.013877220451832e-02	-3.516361350193620e-03
6675	2.013996243476868e-02	-3.880503121763468e-03
6687	2.015079744160175e-02	-2.056159079074860e-03
6699	2.016969211399555e-02	-1.998448045924306e-03
6711	2.018245495855808e-02	-2.821980975568295e-03
6723	2.020125836133957e-02	-2.125164726749063e-03
6735	2.021653018891811e-02	-2.712120069190860e-03
6747	2.023003809154034e-02	-3.098108340054750e-03
6759	2.023910358548164e-02	-3.466617316007614e-03
6771	2.024549059569836e-02	-3.255103481933475e-03
6783	2.026644162833691e-02	-1.708262134343386e-03
6795	2.028340846300125e-02	-2.300697844475508e-03
6807	2.029637806117535e-02	-2.786480356007814e-03
6819	2.030665054917336e-02	-3.180492669343948e-03
6831	2.032165043056011e-02	-2.444515936076641e-03
6843	2.033515647053719e-02	-3.096458502113819e-03
6855	2.035208418965340e-02	-2.158700954169035e-03
6867	2.035992778837681e-02	-3.040103241801262e-03
6879	2.037146128714085e-02	-3.174735698848963e-03
6891	2.038377523422241e-02	-2.125092316418886e-03
6907	2.040426619350910e-02	-1.606471836566925e-03
6919	2.042033523321152e-02	-2.705324906855822e-03
6931	2.043041773140430e-02	-2.285143826156855e-03
6943	2.045217156410217e-02	-1.358431763947010e-03
6955	2.046774886548519e-02	-2.696286421269178e-03
6967	2.048005908727646e-02	-2.411818597465754e-03
6979	2.050327695906162e-02	-2.281002700328827e-03
6991	2.051545679569244e-02	-2.361623104661703e-03
7003	2.052985690534115e-02	-2.361952327191830e-03
7015	2.054437063634396e-02	-3.130696713924408e-03
7023	2.056316100060940e-02	-7.597156800329685e-04
7035	2.058731950819492e-02	-2.303264103829861e-03
7048	2.059096470475197e-02	-3.751914016902447e-03
7060	2.060428261756897e-02	-2.790305763483047e-03
7072	2.061485499143600e-02	-3.183475229889154e-03
7084	2.063864655792713e-02	-1.686976756900549e-03
7096	2.065617777407169e-02	-2.594271209090948e-03
7108	2.066204324364662e-02	-3.154437988996506e-03
7120	2.067548595368862e-02	-2.624790184199810e-03
7132	2.068011462688446e-02	-3.714503720402718e-03
7144	2.068946138024330e-02	-2.082681283354759e-03
7157	2.069764211773872e-02	-3.133343532681465e-03
7169	2.070627547800541e-02	-2.280269283801317e-03
7181	2.072550170123577e-02	-2.473230473697186e-03
7193	2.073135413229465e-02	-2.627157606184483e-03
7201	2.073453366756439e-02	-3.704021219164133e-03
7213	2.074256353080273e-02	-2.592555712908506e-03
7225	2.076587639749050e-02	-9.938366711139679e-04
7237	2.077590115368366e-02	-3.172473516315222e-03
7249	2.077677287161350e-02	-4.197017289698124e-03
7261	2.078676223754883e-02	-2.578488551080227e-03
7273	2.081740461289883e-02	-9.500347077846527e-04
7289	2.084083296358585e-02	-2.023056149482727e-03
7301	2.086502686142921e-02	-1.486841589212418e-03
7309	2.087691798806190e-02	-1.516132615506649e-03
7321	2.089162357151508e-02	-3.073326777666807e-03
7333	2.089747227728367e-02	-3.259900957345963e-03
7345	2.090650238096714e-02	-3.095101099461317e-03
7357	2.091638185083866e-02	-3.091745078563690e-03
7369	2.093582227826118e-02	-7.364545017480850e-04
7381	2.095145359635353e-02	-2.582548651844263e-03
7393	2.095966413617134e-02	-2.829903736710548e-03
7409	2.097547985613346e-02	-1.655575819313526e-03
7421	2.099643088877201e-02	-1.524460501968861e-03
7433	2.101313322782516e-02	-1.539161428809166e-03
7445	2.103434503078461e-02	-1.593654043972492e-03
7457	2.105104923248291e-02	-1.535289455205202e-03
7465	2.105788514018059e-02	-2.509323414415121e-03
7477	2.108281850814819e-02	-1.482766587287188e-03
7489	2.108922228217125e-02	-3.064543008804321e-03
7501	2.109828963875771e-02	-3.000645898282528e-03
7513	2.111332677304745e-02	-2.356795594096184e-03
7529	2.113001234829426e-02	-3.137532621622086e-03
7541	2.113812044262886e-02	-1.747413072735071e-03
7553	2.115413360297680e-02	-2.121235243976116e-03
7565	2.117412351071835e-02	-2.089093439280987e-03
7577	2.118133194744587e-02	-2.403634600341320e-03
7589	2.119318395853043e-02	-1.356514636427164e-03
7601	2.120599150657654e-02	-2.620047889649868e-03
7609	2.121774293482304e-02	-1.593904104083776e-03
7621	2.123352885246277e-02	-2.074568998068571e-03
7633	2.124465443193913e-02	-2.381894271820784e-03
7645	2.125434763729572e-02	-2.164817415177822e-03
7657	2.126787602901459e-02	-1.698392443358898e-03
7673	2.128922753036022e-02	-2.177311573177576e-03
7685	2.128952369093895e-02	-3.297382965683937e-03
7697	2.130339294672012e-02	-2.176461741328239e-03
7709	2.131898701190948e-02	-2.608367241919041e-03
7721	2.133863605558872e-02	-1.316678710281849e-03
7733	2.135910280048847e-02	-1.697684172540903e-03
7745	2.138181403279305e-02	-5.633663386106491e-04
7757	2.139823138713837e-02	-2.311608288437128e-03
7769	2.141373232007027e-02	-1.860686112195253e-03
7781	2.142878063023090e-02	-1.888448838144541e-03
7793	2.144964598119259e-02	-2.021444030106068e-03
7805	2.147957310080528e-02	-1.789881382137537e-03
7819	2.149826101958752e-02	-1.779273152351379e-03
7827	2.150770649313927e-02	-2.190104220062494e-03
7839	2.151166647672653e-02	-2.403064165264368e-03
7851	2.150770463049412e-02	-3.285383339971304e-03
7863	2.152050659060478e-02	-2.440734300762415e-03
7875	2.153434045612812e-02	-2.355413977056742e-03
7887	2.154081501066685e-02	-1.316646579653025e-03
7899	2.155937626957893e-02	-2.699878532439470e-03
7911	2.155814133584499e-02	-3.017999231815338e-03
7927	2.158121205866337e-02	-1.762158703058958e-03
7939	2.160147763788700e-02	-2.263703383505344e-03
7951	2.162225730717182e-02	-1.706637907773256e-03
7963	2.163567580282688e-02	-1.940972637385130e-03
7975	2.164733596146107e-02	-2.340155187994242e-03
7987	2.165163122117519e-02	-3.331644926220179e-03
7999	2.166138775646687e-02	-1.325757708400488e-03
8011	2.167112007737160e-02	-2.306092996150255e-03
8023	2.168961986899376e-02	-1.405286602675915e-03
8035	2.171435765922070e-02	-1.255164388567209e-03
8047	2.172289974987507e-02	-2.670291345566511e-03
8059	2.173348702490330e-02	-1.769820693880320e-03
8071	2.173888124525547e-02	-3.131231758743525e-03
8083	2.175968140363693e-02	-1.526091247797012e-03
8091	2.177072502672672e-02	-2.340577077120543e-03
8103	2.177759259939194e-02	-2.665842417627573e-03
8115	2.178062126040459e-02	-1.903823111206293e-03
8127	2.180567197501659e-02	-1.151330303400755e-03
8139	2.182793617248535e-02	-1.610511448234320e-03
8151	2.183951064944267e-02	-1.621341332793236e-03
8163	2.186000160872936e-02	-1.236796379089355e-03
8175	2.187639847397804e-02	-2.200615126639605e-03
8187	2.188786864280701e-02	-2.422906458377838e-03
8199	2.191062085330486e-02	-1.208500936627388e-03
8211	2.193149365484715e-02	-1.449798699468374e-03
8223	2.195307798683643e-02	-1.178148668259382e-03
8235	2.197325043380260e-02	-1.042203512042761e-03
8247	2.199389971792698e-02	-1.759167294949293e-03
8259	2.199654839932919e-02	-3.434683196246624e-03
8271	2.200861088931561e-02	-2.220696303993464e-03
8283	2.203056029975414e-02	-8.743982762098312e-04
8295	2.206097543239594e-02	3.631133586168289e-04
8307	2.208383753895760e-02	-1.941355876624584e-03
8319	2.209141664206982e-02	-2.575060352683067e-03
8331	2.210839278995991e-02	-2.584547270089388e-03
8343	2.212278358638287e-02	-1.588396728038788e-03
8355	2.214773558080196e-02	-2.127327956259251e-03
8367	2.215413562953472e-02	-2.685918007045984e-03
8379	2.216535992920399e-02	-2.410628367215395e-03
8391	2.217110246419907e-02	-3.042936325073242e-03
8403	2.217187546193600e-02	-2.800148911774158e-03
8415	2.218141779303551e-02	-2.163043245673180e-03
8427	2.219607494771481e-02	-2.132276538759470e-03
8439	2.222243137657642e-02	-1.888458617031574e-03
8451	2.224309928715229e-02	-1.305279321968555e-03
8463	2.227184735238552e-02	-5.027260631322861e-04
8476	2.230725251138210e-02	-6.122579798102379e-04
8488	2.233681827783585e-02	-3.620907664299011e-04
8496	2.235917001962662e-02	-7.045362144708633e-04
8509	2.237806841731071e-02	-1.343539915978909e-03
8521	2.239225618541241e-02	-2.010351978242397e-03
8533	2.239932678639889e-02	-1.732711214572191e-03
8545	2.240163832902908e-02	-2.736764494329691e-03
8557	2.241238765418530e-02	-1.046149060130119e-03
8569	2.243370376527309e-02	-1.612924505025148e-03
8581	2.244939468801022e-02	-1.312532927840948e-03
8593	2.247172221541405e-02	-1.438937615603209e-03
8609	2.249546535313129e-02	-1.442704815417528e-03
8621	2.251804433763027e-02	-2.111438196152449e-03
8633	2.252434007823467e-02	-1.761926338076591e-03
8645	2.252640947699547e-02	-2.972154878079891e-03
8657	2.253509685397148e-02	-3.000895958393812e-03
8669	2.254792675375938e-02	-1.362313982099295e-03
8681	2.255230769515038e-02	-2.127736341208220e-03
8693	2.255998924374580e-02	-1.547266729176044e-03
8705	2.257016114890575e-02	-1.952025573700666e-03
8717	2.258217521011829e-02	-2.460472751408815e-03
8729	2.258582971990108e-02	-2.445796038955450e-03
8741	2.259713970124722e-02	-8.127572946250439e-04
8753	2.261238545179367e-02	-2.327959984540939e-03
8765	2.261983044445515e-02	-1.923081465065479e-03
8777	2.263226360082626e-02	-1.898791175335646e-03
8789	2.264103293418884e-02	-2.850419376045465e-03
8801	2.264603786170483e-02	-1.953290309756994e-03
8813	2.266582287847996e-02	-1.611977349966764e-03
8825	2.268713153898716e-02	-1.042112708091736e-03
8837	2.269957587122917e-02	-3.222264815121889e-03
8849	2.271024323999882e-02	-1.870316918939352e-03
8861	2.273353189229965e-02	-7.614158093929291e-04
8873	2.275714091956615e-02	-8.373246528208256e-04
8885	2.278452925384045e-02	-8.591981604695320e-04
8897	2.280095219612122e-02	-1.969760283827782e-03
8905	2.280508540570736e-02	-1.867838203907013e-03
8918	2.282164432108402e-02	-1.951331272721291e-03
8930	2.282671816647053e-02	-2.760571893304586e-03
8942	2.283413894474506e-02	-2.424139995127916e-03
8954	2.284580096602440e-02	-1.088385935872793e-03
8962	2.286154031753540e-02	-5.453233607113361e-04
8974	2.287991717457771e-02	-1.774968113750219e-03
8990	2.290743589401245e-02	-1.236417796462774e-03
9002	2.291865460574627e-02	-1.931208185851574e-03
9014	2.293313667178154e-02	-1.873068045824766e-03
9026	2.293817512691021e-02	-1.943311654031277e-03
9038	2.295001037418842e-02	-1.877114642411470e-03
9050	2.297200448811054e-02	-7.776725105941296e-04
9062	2.297968789935112e-02	-1.802322454750538e-03
9074	2.299217879772186e-02	-1.391370315104723e-03
9086	2.299801260232925e-02	-2.720128744840622e-03
9098	2.300379425287247e-02	-1.947687007486820e-03
9106	2.302275598049164e-02	-2.197455614805222e-06
9118	2.304754406213760e-02	-1.561822369694710e-03
9130	2.306145057082176e-02	-8.625336922705173e-04
9142	2.308930829167366e-02	-1.845452934503555e-03
9154	2.310942299664021e-02	-8.306340314447880e-04
9166	2.312843874096870e-02	-5.096965469419956e-04
9178	2.313599735498428e-02	-2.729755826294422e-03
9190	2.314559742808342e-02	-1.741793472319841e-03
9202	2.314994856715202e-02	-2.866105176508427e-03
9214	2.316069602966309e-02	-1.792649272829294e-03
9226	2.317516691982746e-02	-2.152148168534040e-03
9238	2.319703809916973e-02	-8.971905335783958e-04
9250	2.320046722888947e-02	-1.890378538519144e-03
9262	2.320081368088722e-02	-1.789283473044634e-03
9274	2.321632765233517e-02	-1.137715764343739e-03
9286	2.324039489030838e-02	-3.720666281878948e-04
9298	2.325316704809666e-02	-1.829409506171942e-03
9310	2.326038293540478e-02	-1.740191131830215e-03
9322	2.326693385839462e-02	-1.821314450353384e-03
9334	2.328314073383808e-02	-1.574498601257801e-03
9346	2.329698204994202e-02	-1.746869646012783e-03
9358	2.331663295626640e-02	-1.000815536826849e-03
9370	2.332854829728603e-02	-1.678135246038437e-03
9382	2.334832772612572e-02	-6.720321252942085e-04
9394	2.336640097200871e-02	-1.124263741075993e-03
9406	2.338008023798466e-02	-1.856790855526924e-03
9418	2.338743954896927e-02	-1.382251270115376e-03
9430	2.341178059577942e-02	-6.607142277061939e-04
9442	2.342347800731659e-02	-1.705532893538475e-03
9454	2.342986688017845e-02	-2.062956802546978e-03
9470	2.344656176865101e-02	-1.754681579768658e-03
9482	2.346924878656864e-02	-5.323444493114948e-04
9494	2.348948828876019e-02	-1.759128645062447e-03
9506	2.350661903619766e-02	-5.682795308530331e-04
9518	2.353118360042572e-02	-6.032260134816170e-04
9530	2.354146353900433e-02	-1.752851065248251e-03
9542	2.356346510350704e-02	-6.862436421215534e-04
9554	2.358697354793549e-02	-6.287358701229095e-04
9566	2.360388636589050e-02	-1.667143777012825e-03
9578	2.362117730081081e-02	-6.664046086370945e-04
9590	2.363288961350918e-02	-1.521700993180275e-03
9602	2.364876493811607e-02	-6.249290890991688e-04
9614	2.366396225988865e-02	-1.083100680261850e-03
9626	2.368037216365337e-02	-1.385750714689493e-03
9638	2.369546703994274e-02	-7.891417481005192e-04
9650	2.370849251747131e-02	-1.669360324740410e-03
9662	2.372652664780617e-02	-1.530068926513195e-03
9674	2.375289984047413e-02	-7.571480236947536e-04
9686	2.377787232398987e-02	-5.743210203945637e-04
9702	2.379784174263477e-02	-1.583909615874290e-03
9710	2.380751445889473e-02	-1.490278169512749e-03
9722	2.382285520434380e-02	-1.087035052478313e-03
9730	2.383062057197094e-02	-1.595288049429655e-03
9742	2.384746074676514e-02	-1.514144241809845e-05
9754	2.386690303683281e-02	-5.378006026148796e-04
9766	2.386890538036823e-02	-2.979569602757692e-03
9778	2.387849800288677e-02	-1.266013365238905e-03
9790	2.389245294034481e-02	-1.238055992871523e-03
9803	2.391948550939560e-02	1.261699944734573e-04
9819	2.393853478133678e-02	-1.360689289867878e-03
9832	2.395263686776161e-02	-1.249789260327816e-03
9844	2.396595105528831e-02	-7.981914095580578e-04
9856	2.397884055972099e-02	-1.479323487728834e-03
9868	2.399276755750179e-02	-5.374513566493988e-04
9880	2.400929667055607e-02	-1.487931236624718e-03
9892	2.401100657880306e-02	-2.614723518490791e-03
9904	2.402542531490326e-02	-1.568344887346029e-03
9916	2.403717860579491e-02	-1.609537750482559e-03
9928	2.404116094112396e-02	-1.744879875332117e-03
9940	2.405289374291897e-02	-5.323369987308979e-04
9948	2.406279928982258e-02	-1.119163352996111e-03
9964	2.409156598150730e-02	-4.983893595635891e-04
9976	2.410792745649815e-02	-5.263979546725750e-04
9988	2.411696314811707e-02	-1.689357683062553e-03
10000	2.413081191480160e-02	-1.351553015410900e-03
10012	2.414059080183506e-02	-1.837368123233318e-03
10024	2.416013740003109e-02	-4.236060194671154e-04
10036	2.418418414890766e-02	-3.735846839845181e-04
10048	2.420580573379993e-02	-2.129124477505684e-03
10060	2.422378025949001e-02	2.106544561684132e-04
10072	2.424513362348080e-02	-7.954007014632225e-04
10084	2.427496388554573e-02	-3.777444362640381e-05
10096	2.429985255002975e-02	-5.482621490955353e-04
10108	2.431641705334187e-02	-1.475670374929905e-03
10120	2.433061227202415e-02	-1.684427261352539e-03
10132	2.434222213923931e-02	-1.145116053521633e-03
10144	2.437000721693039e-02	5.081868730485439e-04
10156	2.438631094992161e-02	-9.291041642427444e-04
10168	2.440120093524456e-02	-1.348706893622875e-03
10180	2.441586367785931e-02	-5.339435301721096e-04
10192	2.443180792033672e-02	-1.447000540792942e-03
10204	2.445517107844353e-02	1.978157088160515e-04
10216	2.446693181991577e-02	-2.007727976888418e-03
10228	2.447935752570629e-02	-7.711276412010193e-04
10244	2.450535073876381e-02	-1.421852037310600e-03
10252	2.451046556234360e-02	-1.360159832984209e-03
10268	2.452142536640167e-02	-1.634061802178621e-03
10280	2.454523742198944e-02	-9.134039282798767e-04
10292	2.455902658402920e-02	-2.532634884119034e-03
10304	2.456268854439259e-02	-1.566598191857338e-03
10316	2.456882409751415e-02	-1.464595552533865e-03
10328	2.457829937338829e-02	-3.971247933804989e-04
10340	2.461093477904797e-02	6.957217119634151e-04
10352	2.463523857295513e-02	-1.768362708389759e-04
10364	2.465246431529522e-02	-1.146535389125347e-03
10376	2.466416917741299e-02	-1.087781507521868e-03
10388	2.467606589198112e-02	5.200919695198536e-04
10400	2.469549700617790e-02	-4.357430152595043e-04
10408	2.469915524125099e-02	-1.801877282559872e-03
10420	2.471395954489708e-02	-1.490978058427572e-03
10432	2.472985535860062e-02	5.179406143724918e-04
10444	2.475023642182350e-02	-1.297904644161463e-03
10456	2.474931627511978e-02	-2.673357725143433e-03
10469	2.474970184266567e-02	-2.251923549920321e-03
10481	2.476310543715954e-02	-8.467989973723888e-04
10493	2.477915585041046e-02	-1.433058176189661e-03
10509	2.479791268706322e-02	-1.089583151042461e-03
10521	2.481869421899319e-02	-4.891282878816128e-04
10533	2.482788823544979e-02	-1.400483772158623e-03
10545	2.484375797212124e-02	-3.885612823069096e-04
10557	2.486016042530537e-02	-8.489205501973629e-04
10569	2.486945502460003e-02	-2.418535761535168e-03
10581	2.486978657543659e-02	-1.352652907371521e-03
10593	2.488046884536743e-02	-6.404863670468330e-04
10605	2.489685267210007e-02	-4.373206757009029e-04
10617	2.491802722215652e-02	-9.008483029901981e-04
10629	2.491671964526176e-02	-2.354533877223730e-03
10641	2.491720020771027e-02	-1.405844930559397e-03
10653	2.493534423410892e-02	-4.801796749234200e-04
10665	2.493576519191265e-02	-1.752004027366638e-03
10677	2.494857460260391e-02	-1.144576352089643e-03
10689	2.495500631630421e-02	-2.048456110060215e-03
10701	2.497038245201111e-02	-6.380951963365078e-04
10713	2.496720291674137e-02	-2.244034782052040e-03
10725	2.496952190995216e-02	-2.322992309927940e-03
10737	2.498363703489304e-02	-5.657826550304890e-04
10749	2.499013021588326e-02	-1.662686467170715e-03
10761	2.499910630285740e-02	-6.251209415495396e-04
10773	2.501523308455944e-02	-1.123310066759586e-04
10785	2.504325658082962e-02	-2.795672044157982e-04
10797	2.505394816398621e-02	-1.251886133104563e-03
10809	2.506287954747677e-02	-9.912885725498199e-04
10821	2.507526613771915e-02	-1.431019045412540e-04
10833	2.509965561330318e-02	-1.333067193627357e-04
10845	2.511302568018436e-02	-1.025324687361717e-03
10857	2.512691728770733e-02	8.495473302900791e-04
10869	2.514172345399857e-02	-1.124590169638395e-03
10881	2.514193765819073e-02	-1.732080243527889e-03
10893	2.513981424272060e-02	-1.367698423564434e-03
10905	2.514539286494255e-02	-1.007722225040197e-03
10913	2.515215426683426e-02	-1.710141543298960e-03
10925	2.515682391822338e-02	-1.155225094407797e-03
10937	2.516547590494156e-02	-1.210331916809082e-03
10949	2.517477981746197e-02	-1.193224452435970e-03
10961	2.518477477133274e-02	-6.044954061508179e-04
10973	2.521464228630066e-02	1.825881190598011e-04
10985	2.523027546703815e-02	-1.838427502661943e-03
10997	2.523853257298470e-02	-5.792640149593353e-04
11009	2.525709010660648e-02	-4.490725696086884e-04
11021	2.527258545160294e-02	-1.235494390130043e-03
11033	2.528043277561665e-02	-1.350948587059975e-03
11045	2.528558857738972e-02	-1.234780065715313e-03
11057	2.528763189911842e-02	-1.886516343802214e-03
11069	2.528698369860649e-02	-1.227863132953644e-03
11081	2.529885247349739e-02	-7.625441066920757e-04
11097	2.531511522829533e-02	-1.206253655254841e-03
11109	2.532157488167286e-02	-1.123946625739336e-03
11121	2.532727643847466e-02	-9.021144360303879e-04
11133	2.533293329179287e-02	-1.967575401067734e-03
11145	2.534480951726437e-02	-1.033794134855270e-03
11157	2.535344101488590e-02	-1.130545977503061e-03
11169	2.536671422421932e-02	-9.662937372922897e-05
11181	2.539511770009995e-02	-4.972098395228386e-04
11193	2.540810033679008e-02	-1.278263516724110e-04
11205	2.543037012219429e-02	-5.974513478577137e-04
11213	2.544177882373333e-02	-5.908352322876453e-04
11225	2.545761689543724e-02	-2.936800010502338e-04
11241	2.547494880855083e-02	-8.904705755412579e-04
11253	2.548190392553806e-02	-1.086004544049501e-03
11265	2.548725530505180e-02	-2.203856594860554e-03
11277	2.548185177147388e-02	-2.619278151541948e-03
11289	2.549616061151028e-02	-1.432200893759727e-03
11301	2.550509385764599e-02	7.600290700793266e-05
11313	2.552113309502602e-02	-1.510386355221272e-04
11325	2.553010545670986e-02	-1.024553086608648e-03
11337	2.554035373032093e-02	-1.400228124111891e-03
11349	2.555444277822971e-02	-3.976505249738693e-04
11362	2.555369399487972e-02	-2.433537971228361e-03
11374	2.555238083004951e-02	-2.238414715975523e-03
11386	2.554914914071560e-02	-1.112641301006079e-03
11398	2.555813640356064e-02	-8.559492416679859e-04
11410	2.556568384170532e-02	-1.562390476465225e-03
11422	2.557734400033951e-02	-1.225930638611317e-03
11434	2.558420039713383e-02	-1.065190881490707e-03
11446	2.559278719127178e-02	-1.625352539122105e-03
11458	2.560281753540039e-02	-7.146927528083324e-04
11470	2.560679800808430e-02	-1.027825288474560e-03
11483	2.562524005770683e-02	-4.010135307908058e-05
11495	2.565695531666279e-02	4.895250312983990e-04
11507	2.567203156650066e-02	-9.895721450448036e-04
11519	2.568400278687477e-02	-7.794313132762909e-04
11531	2.570911683142185e-02	3.365101292729378e-05
11543	2.574205026030540e-02	2.434360794723034e-04
11555	2.575391158461571e-02	-1.558453775942326e-03
11567	2.576465345919132e-02	-3.865729086101055e-04
11579	2.579011209309101e-02	1.032672822475433e-03
11591	2.580639906227589e-02	-6.922907195985317e-04
11603	2.583592943847179e-02	-7.227901369333267e-05
11615	2.583358064293861e-02	-1.475853379815817e-03
11627	2.583728544414043e-02	-1.053336076438427e-03
11639	2.585449069738388e-02	2.443427219986916e-04
11651	2.587201446294785e-02	1.474041491746902e-04
11663	2.588141150772572e-02	-1.029561739414930e-03
11675	2.588330581784248e-02	-1.460812985897064e-03
11687	2.587899938225746e-02	-6.957338191568851e-04
11699	2.589506655931473e-02	-7.086936384439468e-04
11711	2.590632811188698e-02	-1.021838746964931e-03
11723	2.592673525214195e-02	-8.863913826644421e-04
11731	2.594291418790817e-02	-1.621064729988575e-04
11743	2.596413157880306e-02	5.660951137542725e-05
11759	2.600661665201187e-02	9.174281731247902e-04
11771	2.602714672684669e-02	-8.568307384848595e-04
11783	2.604166418313980e-02	-1.212631817907095e-03
11792	2.604278922080994e-02	-1.002978533506393e-03
11805	2.605682797729969e-02	-2.695042639970779e-04
11817	2.606272138655186e-02	-9.166253730654716e-04
11833	2.607245557010174e-02	-1.809510868042707e-03
11845	2.608645148575306e-02	1.260456629097462e-04
11857	2.610539458692074e-02	-5.747419781982899e-04
11869	2.610819041728973e-02	-9.905463084578514e-04
11881	2.612136676907539e-02	-5.489038303494453e-04
11893	2.613700740039349e-02	-5.534151569008827e-04
11905	2.615476585924625e-02	-2.218596637248993e-05
11917	2.617143094539642e-02	2.281274646520615e-06
11929	2.619174681603909e-02	8.471962064504623e-05
11941	2.620805054903030e-02	-9.077456779778004e-04
11953	2.622588165104389e-02	-4.202462732791901e-04
11965	2.622605487704277e-02	-2.185760531574488e-03
11977	2.623544819653034e-02	-2.808095887303352e-04
11989	2.625906839966774e-02	-4.384526982903481e-05
12001	2.627207338809967e-02	-3.000274300575256e-04
12013	2.629050798714161e-02	-1.475275494158268e-04
12025	2.630914747714996e-02	7.230741903185844e-05
12037	2.631936594843864e-02	-1.441128551959991e-03
12049	2.631371282041073e-02	-8.838782086968422e-04
12061	2.632116526365280e-02	-1.080119982361794e-04
12073	2.633090689778328e-02	-9.777303785085678e-04
12085	2.633742429316044e-02	-5.557741969823837e-04
12097	2.634510025382042e-02	-8.562956936657429e-04
12109	2.635583654046059e-02	-1.797561068087816e-03
12121	2.637398242950439e-02	-1.341248862445354e-04
12133	2.638439461588860e-02	-3.957301378250122e-04
12145	2.640015073120594e-02	2.699610777199268e-04
12157	2.641232497990131e-02	-1.186168752610683e-03
12169	2.642783522605896e-02	-7.987613789737225e-04
12181	2.643609233200550e-02	-8.869990706443787e-04
12193	2.644958347082138e-02	9.196484461426735e-05
12205	2.645981498062611e-02	-7.560518570244312e-04
12217	2.647568285465240e-02	2.637417055666447e-04
12229	2.648424729704857e-02	-1.163141801953316e-03
12241	2.648089453577995e-02	-1.919876784086227e-03
12253	2.649085596203804e-02	8.052261546254158e-05
12265	2.650318108499050e-02	-3.130151890218258e-04
12277	2.651557885110378e-02	-9.545460343360901e-04
12289	2.652688883244991e-02	-6.456328555941582e-04
12301	2.653655782341957e-02	-8.415840566158295e-04
12313	2.654942497611046e-02	-2.850694581866264e-04
12325	2.656564675271511e-02	-3.303592093288898e-04
12337	2.658804506063461e-02	2.051210030913353e-04
12349	2.660537511110306e-02	1.606126315891743e-04
12361	2.661706693470478e-02	5.203904584050179e-05
12373	2.662957459688187e-02	-6.089955568313599e-04
12385	2.664623968303204e-02	-3.412598744034767e-04
12397	2.664534188807011e-02	-1.865170896053314e-03
12409	2.663766406476498e-02	-1.011482439935207e-03
12421	2.665743231773376e-02	3.285035490989685e-04
12433	2.666966430842876e-02	-6.078812293708324e-04
12445	2.667666226625443e-02	-1.353801693767309e-03
12457	2.669396251440048e-02	3.146398812532425e-04
12467	2.670861221849918e-02	2.765404060482979e-04
12479	2.671386860311031e-02	-7.542613893747330e-04
12491	2.672408148646355e-02	3.131711855530739e-05
12503	2.673259563744068e-02	1.822775229811668e-04
12515	2.675184234976768e-02	-3.261025995016098e-04
12527	2.677330933511257e-02	2.762689255177975e-04
12539	2.679506316781044e-02	3.986069932579994e-04
12551	2.680863067507744e-02	-1.574041787534952e-03
12563	2.682571485638618e-02	1.139099709689617e-03
12575	2.684350311756134e-02	8.158790878951550e-04
12587	2.685933187603951e-02	1.253932714462280e-05
12599	2.687678672373295e-02	1.890473067760468e-04
12611	2.689074724912643e-02	1.117857173085213e-04
12623	2.689745463430882e-02	-4.331683740019798e-04
12635	2.690631337463856e-02	-6.674034520983696e-04
12647	2.691083028912544e-02	-1.314434688538313e-03
12655	2.691006474196911e-02	-1.398690510541201e-03
12667	2.692174166440964e-02	-7.765986956655979e-04
12679	2.693101391196251e-02	-8.332803845405579e-04
12691	2.693611942231655e-02	-7.175938226282597e-04
12703	2.694104053080082e-02	-5.339472554624081e-04
12715	2.695354260504246e-02	-3.600688651204109e-04
12727	2.696462534368038e-02	-5.471706390380859e-04
12739	2.696841210126877e-02	-6.987750530242920e-04
12751	2.698332630097866e-02	4.382641054689884e-04
12763	2.698560804128647e-02	-8.653742261230946e-04
12775	2.699767798185349e-02	6.976276636123657e-04
12787	2.701712585985661e-02	-7.194783538579941e-04
12799	2.702428773045540e-02	-4.301546141505241e-04
12811	2.704748883843422e-02	1.449969131499529e-03
12823	2.706834673881531e-02	-4.590270109474659e-04
12835	2.707251347601414e-02	1.546209678053856e-04
12847	2.708820439875126e-02	-2.411985769867897e-04
12859	2.709631808102131e-02	3.927289508283138e-04
12871	2.710506692528725e-02	-7.254532538354397e-04
12883	2.711612172424793e-02	1.275660470128059e-04
12896	2.713004685938358e-02	-1.340189483016729e-03
